Distance (m),Depth (m)
1.140500000000000000e+04,1.903320930849460524e+01
1.140600000000000000e+04,1.903387603939465578e+01
1.140700000000000000e+04,1.903454469778714397e+01
1.140800000000000000e+04,1.903521520965617242e+01
1.140900000000000000e+04,1.903588750098585081e+01
1.141000000000000000e+04,1.903656149776028172e+01
1.141100000000000000e+04,1.903723712596357132e+01
1.141200000000000000e+04,1.903791431157981151e+01
1.141300000000000000e+04,1.903859298059312266e+01
1.141400000000000000e+04,1.903927305898760736e+01
1.141500000000000000e+04,1.903995447274736108e+01
1.141600000000000000e+04,1.904063714785648997e+01
1.141700000000000000e+04,1.904132101029910373e+01
1.141800000000000000e+04,1.904200598605930495e+01
1.141900000000000000e+04,1.904269200112119265e+01
1.142000000000000000e+04,1.904337898146887653e+01
1.142100000000000000e+04,1.904406685308645919e+01
1.142200000000000000e+04,1.904475554195803966e+01
1.142300000000000000e+04,1.904544497406773118e+01
1.142400000000000000e+04,1.904613507539963280e+01
1.142500000000000000e+04,1.904682577193784709e+01
1.142600000000000000e+04,1.904751698966648732e+01
1.142700000000000000e+04,1.904820865456964896e+01
1.142800000000000000e+04,1.904890069263143815e+01
1.142900000000000000e+04,1.904959302983595748e+01
1.143000000000000000e+04,1.905028559216731665e+01
1.143100000000000000e+04,1.905097830560961469e+01
1.143200000000000000e+04,1.905167109614695420e+01
1.143300000000000000e+04,1.905236388976344841e+01
1.143400000000000000e+04,1.905305661244318927e+01
1.143500000000000000e+04,1.905374919017029711e+01
1.143600000000000000e+04,1.905444154892886033e+01
1.143700000000000000e+04,1.905513361470299216e+01
1.143800000000000000e+04,1.905582531347679165e+01
1.143900000000000000e+04,1.905651657123436493e+01
1.144000000000000000e+04,1.905720731395981815e+01
1.144100000000000000e+04,1.905789746763725745e+01
1.144200000000000000e+04,1.905858695825077831e+01
1.144300000000000000e+04,1.905927571178449398e+01
1.144400000000000000e+04,1.905996365422250349e+01
1.144500000000000000e+04,1.906065071154891299e+01
1.144600000000000000e+04,1.906133680974782862e+01
1.144700000000000000e+04,1.906202187480334942e+01
1.144800000000000000e+04,1.906270583269958507e+01
1.144900000000000000e+04,1.906338860942063818e+01
1.145000000000000000e+04,1.906407013095061131e+01
1.145100000000000000e+04,1.906475032327360353e+01
1.145200000000000000e+04,1.906542911237372806e+01
1.145300000000000000e+04,1.906610642423508750e+01
1.145400000000000000e+04,1.906678218484178799e+01
1.145500000000000000e+04,1.906745632017792502e+01
1.145600000000000000e+04,1.906812875622761183e+01
1.145700000000000000e+04,1.906879941897494390e+01
1.145800000000000000e+04,1.906946823440403804e+01
1.145900000000000000e+04,1.907013512849898618e+01
1.146000000000000000e+04,1.907080002724389800e+01
1.146100000000000000e+04,1.907146285662287610e+01
1.146200000000000000e+04,1.907212354262002663e+01
1.146300000000000000e+04,1.907278201121945216e+01
1.146400000000000000e+04,1.907343818840525529e+01
1.146500000000000000e+04,1.907409200016154571e+01
1.146600000000000000e+04,1.907474337247242602e+01
1.146700000000000000e+04,1.907539223132199524e+01
1.146800000000000000e+04,1.907603850269436307e+01
1.146900000000000000e+04,1.907668211257363211e+01
1.147000000000000000e+04,1.907732298694390494e+01
1.147100000000000000e+04,1.907796105178928414e+01
1.147200000000000000e+04,1.907859623309388297e+01
1.147300000000000000e+04,1.907922845684179691e+01
1.147400000000000000e+04,1.907985764901713210e+01
1.147500000000000000e+04,1.908048373560399469e+01
1.147600000000000000e+04,1.908110664258648725e+01
1.147700000000000000e+04,1.908172629594871594e+01
1.147800000000000000e+04,1.908234262167478335e+01
1.147900000000000000e+04,1.908295554574879205e+01
1.148000000000000000e+04,1.908356499415485175e+01
1.148100000000000000e+04,1.908417089287705437e+01
1.148200000000000000e+04,1.908477316789952027e+01
1.148300000000000000e+04,1.908537174520634139e+01
1.148400000000000000e+04,1.908596655078163451e+01
1.148500000000000000e+04,1.908655751060948802e+01
1.148600000000000000e+04,1.908714455067402227e+01
1.148700000000000000e+04,1.908772759695932564e+01
1.148800000000000000e+04,1.908830657544951492e+01
1.148900000000000000e+04,1.908888141212868561e+01
1.149000000000000000e+04,1.908945203298095095e+01
1.149100000000000000e+04,1.909001836399040286e+01
1.149200000000000000e+04,1.909058033114115815e+01
1.149300000000000000e+04,1.909113786041731231e+01
1.149400000000000000e+04,1.909169087780297502e+01
1.149500000000000000e+04,1.909223930928224888e+01
1.149600000000000000e+04,1.909278308083923648e+01
1.149700000000000000e+04,1.909332211845804395e+01
1.149800000000000000e+04,1.909385634812277388e+01
1.149900000000000000e+04,1.909438569581753242e+01
1.150000000000000000e+04,1.909491008752642216e+01
1.150100000000000000e+04,1.909542944923354213e+01
1.150200000000000000e+04,1.909594370692300913e+01
1.150300000000000000e+04,1.909645278657891865e+01
1.150400000000000000e+04,1.909695661418537682e+01
1.150500000000000000e+04,1.909745511572648979e+01
1.150600000000000000e+04,1.909794821718635660e+01
1.150700000000000000e+04,1.909843584454908694e+01
1.150800000000000000e+04,1.909891792379877984e+01
1.150900000000000000e+04,1.909939438091954855e+01
1.151000000000000000e+04,1.909986514189548501e+01
1.151100000000000000e+04,1.910033013271069890e+01
1.151200000000000000e+04,1.910078927934929993e+01
1.151300000000000000e+04,1.910124250779538357e+01
1.151400000000000000e+04,1.910168974403305953e+01
1.151500000000000000e+04,1.910213091404643038e+01
1.151600000000000000e+04,1.910256594381959871e+01
1.151700000000000000e+04,1.910299475933667424e+01
1.151800000000000000e+04,1.910341728658175597e+01
1.151900000000000000e+04,1.910383345153895007e+01
1.152000000000000000e+04,1.910424318019235557e+01
1.152100000000000000e+04,1.910464639852608570e+01
1.152200000000000000e+04,1.910504303252423597e+01
1.152300000000000000e+04,1.910543300817091961e+01
1.152400000000000000e+04,1.910581625145023565e+01
1.152500000000000000e+04,1.910619268834629025e+01
1.152600000000000000e+04,1.910656224484318599e+01
1.152700000000000000e+04,1.910692484692502191e+01
1.152800000000000000e+04,1.910728042057591480e+01
1.152900000000000000e+04,1.910762889177995660e+01
1.153000000000000000e+04,1.910797018652125345e+01
1.153100000000000000e+04,1.910830423078391860e+01
1.153200000000000000e+04,1.910863095055205108e+01
1.153300000000000000e+04,1.910895027180975347e+01
1.153400000000000000e+04,1.910926212054112838e+01
1.153500000000000000e+04,1.910956642273028194e+01
1.153600000000000000e+04,1.910986310436132740e+01
1.153700000000000000e+04,1.911015209141835314e+01
1.153800000000000000e+04,1.911043330988547240e+01
1.153900000000000000e+04,1.911070668574678422e+01
1.154000000000000000e+04,1.911097214498639829e+01
1.154100000000000000e+04,1.911122961358842076e+01
1.154200000000000000e+04,1.911147901753695066e+01
1.154300000000000000e+04,1.911172028281609414e+01
1.154400000000000000e+04,1.911195333540995378e+01
1.154500000000000000e+04,1.911217810130263572e+01
1.154600000000000000e+04,1.911239450647824256e+01
1.154700000000000000e+04,1.911260247692087688e+01
1.154800000000000000e+04,1.911280193861464838e+01
1.154900000000000000e+04,1.911299281754365964e+01
1.155000000000000000e+04,1.911317503969200970e+01
1.155100000000000000e+04,1.911334853104380471e+01
1.155200000000000000e+04,1.911351321758315791e+01
1.155300000000000000e+04,1.911366902529416478e+01
1.155400000000000000e+04,1.911381588016092792e+01
1.155500000000000000e+04,1.911395370816755701e+01
1.155600000000000000e+04,1.911408243529815110e+01
1.155700000000000000e+04,1.911420198753681987e+01
1.155800000000000000e+04,1.911431229086766592e+01
1.155900000000000000e+04,1.911441327127479184e+01
1.156000000000000000e+04,1.911450485474229666e+01
1.156100000000000000e+04,1.911458696725429718e+01
1.156200000000000000e+04,1.911465953479488888e+01
1.156300000000000000e+04,1.911472248334818147e+01
1.156400000000000000e+04,1.911477573889827042e+01
1.156500000000000000e+04,1.911481922742926898e+01
1.156600000000000000e+04,1.911485287492527618e+01
1.156700000000000000e+04,1.911487660737039818e+01
1.156800000000000000e+04,1.911489035074873755e+01
1.156900000000000000e+04,1.911489403104439688e+01
1.157000000000000000e+04,1.911488757424148588e+01
1.157100000000000000e+04,1.911487090632410712e+01
1.157200000000000000e+04,1.911484395327636321e+01
1.157300000000000000e+04,1.911480664108236027e+01
1.157400000000000000e+04,1.911475889572619735e+01
1.157500000000000000e+04,1.911470064319198769e+01
1.157600000000000000e+04,1.911463180946383034e+01
1.157700000000000000e+04,1.911455232052582431e+01
1.157800000000000000e+04,1.911446210236208287e+01
1.157900000000000000e+04,1.911436108095670150e+01
1.158000000000000000e+04,1.911424918229379344e+01
1.158100000000000000e+04,1.911412633235745773e+01
1.158200000000000000e+04,1.911399245713180051e+01
1.158300000000000000e+04,1.911384748260092437e+01
1.158400000000000000e+04,1.911369133474893545e+01
1.158500000000000000e+04,1.911352393955993634e+01
1.158600000000000000e+04,1.911334522301802963e+01
1.158700000000000000e+04,1.911315511110732501e+01
1.158800000000000000e+04,1.911295352981192153e+01
1.158900000000000000e+04,1.911274040511592176e+01
1.159000000000000000e+04,1.911251566300343541e+01
1.159100000000000000e+04,1.911227922945856506e+01
1.159200000000000000e+04,1.911203103046541685e+01
1.159300000000000000e+04,1.911177099200808982e+01
1.159400000000000000e+04,1.911149904007069011e+01
1.159500000000000000e+04,1.911121510063732742e+01
1.159600000000000000e+04,1.911091909969209723e+01
1.159700000000000000e+04,1.911061096321911279e+01
1.159800000000000000e+04,1.911029061720246602e+01
1.159900000000000000e+04,1.910995798762627018e+01
1.160000000000000000e+04,1.910961300047463141e+01
1.160100000000000000e+04,1.910925558173164873e+01
1.160200000000000000e+04,1.910888565738142830e+01
1.160300000000000000e+04,1.910850315340807626e+01
1.160400000000000000e+04,1.910810799579568808e+01
1.160500000000000000e+04,1.910770011052838058e+01
1.160600000000000000e+04,1.910727942359024922e+01
1.160700000000000000e+04,1.910684586096540372e+01
1.160800000000000000e+04,1.910639934863794309e+01
1.160900000000000000e+04,1.910593981259196994e+01
1.161000000000000000e+04,1.910546717881159751e+01
1.161100000000000000e+04,1.910498137328092483e+01
1.161200000000000000e+04,1.910448232198405449e+01
1.161300000000000000e+04,1.910396995090509265e+01
1.161400000000000000e+04,1.910344418602814542e+01
1.161500000000000000e+04,1.910290495333731542e+01
1.161600000000000000e+04,1.910235217881670167e+01
1.161700000000000000e+04,1.910178578845042097e+01
1.161800000000000000e+04,1.910120570822255814e+01
1.161900000000000000e+04,1.910061186411723710e+01
1.162000000000000000e+04,1.910000418211855333e+01
1.162100000000000000e+04,1.909938258821061297e+01
1.162200000000000000e+04,1.909874700837751504e+01
1.162300000000000000e+04,1.909809736860337281e+01
1.162400000000000000e+04,1.909743359487227821e+01
1.162500000000000000e+04,1.909675561316834802e+01
1.162600000000000000e+04,1.909606334947568129e+01
1.162700000000000000e+04,1.909535672977837706e+01
1.162800000000000000e+04,1.909463568006054501e+01
1.162900000000000000e+04,1.909390012630629130e+01
1.163000000000000000e+04,1.909314999449971850e+01
1.163100000000000000e+04,1.909238521062492921e+01
1.163200000000000000e+04,1.909160570066602958e+01
1.163300000000000000e+04,1.909081139060711862e+01
1.163400000000000000e+04,1.909000220643230605e+01
1.163500000000000000e+04,1.908917807412570156e+01
1.163600000000000000e+04,1.908833891967139351e+01
1.163700000000000000e+04,1.908748466905349872e+01
1.163800000000000000e+04,1.908661524825611266e+01
1.163900000000000000e+04,1.908573058326334859e+01
1.164000000000000000e+04,1.908483060005930909e+01
1.164100000000000000e+04,1.908391522462809320e+01
1.164200000000000000e+04,1.908298438295380706e+01
1.164300000000000000e+04,1.908203800102056036e+01
1.164400000000000000e+04,1.908107600481244859e+01
1.164500000000000000e+04,1.908009832031358144e+01
1.164600000000000000e+04,1.907910487350806505e+01
1.164700000000000000e+04,1.907809559037999847e+01
1.164800000000000000e+04,1.907707039691348072e+01
1.164900000000000000e+04,1.907602921909262861e+01
1.165000000000000000e+04,1.907497198290154472e+01
1.165100000000000000e+04,1.907389861432432099e+01
1.165200000000000000e+04,1.907280903934507776e+01
1.165300000000000000e+04,1.907170318394790698e+01
1.165400000000000000e+04,1.907058097411692188e+01
1.165500000000000000e+04,1.906944233583621795e+01
1.165600000000000000e+04,1.906828719508990844e+01
1.165700000000000000e+04,1.906711547786208882e+01
1.165800000000000000e+04,1.906592711013686525e+01
1.165900000000000000e+04,1.906472201789835097e+01
1.166000000000000000e+04,1.906350012713063791e+01
1.166100000000000000e+04,1.906226136381783576e+01
1.166200000000000000e+04,1.906100565394405066e+01
1.166300000000000000e+04,1.905973292349338521e+01
1.166400000000000000e+04,1.905844309844994555e+01
1.166500000000000000e+04,1.905713610479783071e+01
1.166600000000000000e+04,1.905581186852114683e+01
1.166700000000000000e+04,1.905447031560400006e+01
1.166800000000000000e+04,1.905311137203048588e+01
1.166900000000000000e+04,1.905173496378472464e+01
1.167000000000000000e+04,1.905034101685081183e+01
1.167100000000000000e+04,1.904892945721285358e+01
1.167200000000000000e+04,1.904750021085495248e+01
1.167300000000000000e+04,1.904605320376120758e+01
1.167400000000000000e+04,1.904458836191573212e+01
1.167500000000000000e+04,1.904310561130262869e+01
1.167600000000000000e+04,1.904160487790599277e+01
1.167700000000000000e+04,1.904008608770993760e+01
1.167800000000000000e+04,1.903854916669856223e+01
1.167900000000000000e+04,1.903699404085597990e+01
1.168000000000000000e+04,1.903542063616628610e+01
1.168100000000000000e+04,1.903382887861359052e+01
1.168200000000000000e+04,1.903221869418198864e+01
1.168300000000000000e+04,1.903059000885559371e+01
1.168400000000000000e+04,1.902894274861850832e+01
1.168500000000000000e+04,1.902727683945483150e+01
1.168600000000000000e+04,1.902559220734866940e+01
1.168700000000000000e+04,1.902388877828412816e+01
1.168800000000000000e+04,1.902216647824531393e+01
1.168900000000000000e+04,1.902042523321632927e+01
1.169000000000000000e+04,1.901866496918127680e+01
1.169100000000000000e+04,1.901688561212425910e+01
1.169200000000000000e+04,1.901508708802938585e+01
1.169300000000000000e+04,1.901326932288075966e+01
1.169400000000000000e+04,1.901143224266248311e+01
1.169500000000000000e+04,1.900957577335865878e+01
1.169600000000000000e+04,1.900769984095339638e+01
1.169700000000000000e+04,1.900580437143078782e+01
1.169800000000000000e+04,1.900388929077495348e+01
1.169900000000000000e+04,1.900195452496998882e+01
1.170000000000000000e+04,1.900000000000000000e+01
1.170100000000000000e+04,1.899802567494888805e+01
1.170200000000000000e+04,1.899603164129975497e+01
1.170300000000000000e+04,1.899401802363548342e+01
1.170400000000000000e+04,1.899198494653898095e+01
1.170500000000000000e+04,1.898993253459314090e+01
1.170600000000000000e+04,1.898786091238085305e+01
1.170700000000000000e+04,1.898577020448501784e+01
1.170800000000000000e+04,1.898366053548852150e+01
1.170900000000000000e+04,1.898153202997427513e+01
1.171000000000000000e+04,1.897938481252515075e+01
1.171100000000000000e+04,1.897721900772407011e+01
1.171200000000000000e+04,1.897503474015390523e+01
1.171300000000000000e+04,1.897283213439756722e+01
1.171400000000000000e+04,1.897061131503794229e+01
1.171500000000000000e+04,1.896837240665793090e+01
1.171600000000000000e+04,1.896611553384042637e+01
1.171700000000000000e+04,1.896384082116831493e+01
1.171800000000000000e+04,1.896154839322450414e+01
1.171900000000000000e+04,1.895923837459188732e+01
1.172000000000000000e+04,1.895691088985335071e+01
1.172100000000000000e+04,1.895456606359180185e+01
1.172200000000000000e+04,1.895220402039012697e+01
1.172300000000000000e+04,1.894982488483121941e+01
1.172400000000000000e+04,1.894742878149798315e+01
1.172500000000000000e+04,1.894501583497330799e+01
1.172600000000000000e+04,1.894258616984009436e+01
1.172700000000000000e+04,1.894013991068122493e+01
1.172800000000000000e+04,1.893767718207960016e+01
1.172900000000000000e+04,1.893519810861812758e+01
1.173000000000000000e+04,1.893270281487968276e+01
1.173100000000000000e+04,1.893019142544718036e+01
1.173200000000000000e+04,1.892766406490349951e+01
1.173300000000000000e+04,1.892512085783154419e+01
1.173400000000000000e+04,1.892256192881420063e+01
1.173500000000000000e+04,1.891998740243436927e+01
1.173600000000000000e+04,1.891739740327495412e+01
1.173700000000000000e+04,1.891479205591883428e+01
1.173800000000000000e+04,1.891217148494891731e+01
1.173900000000000000e+04,1.890953581494808944e+01
1.174000000000000000e+04,1.890688517049924755e+01
1.174100000000000000e+04,1.890421967618529209e+01
1.174200000000000000e+04,1.890153945658911638e+01
1.174300000000000000e+04,1.889884463629361377e+01
1.174400000000000000e+04,1.889613533988167760e+01
1.174500000000000000e+04,1.889341169193620473e+01
1.174600000000000000e+04,1.889067381704009563e+01
1.174700000000000000e+04,1.888792183977623296e+01
1.174800000000000000e+04,1.888515588472752427e+01
1.174900000000000000e+04,1.888237607647685934e+01
1.175000000000000000e+04,1.887958253960712796e+01
1.175100000000000000e+04,1.887677539870123766e+01
1.175200000000000000e+04,1.887395477834207469e+01
1.175300000000000000e+04,1.887112080311253592e+01
1.175400000000000000e+04,1.886827359759551470e+01
1.175500000000000000e+04,1.886541328637391146e+01
1.175600000000000000e+04,1.886253999403061243e+01
1.175700000000000000e+04,1.885965384514851806e+01
1.175800000000000000e+04,1.885675496431052878e+01
1.175900000000000000e+04,1.885384347609953082e+01
1.176000000000000000e+04,1.885091950509842817e+01
1.176100000000000000e+04,1.884798317589009997e+01
1.176200000000000000e+04,1.884503461305746086e+01
1.176300000000000000e+04,1.884207394118339707e+01
1.176400000000000000e+04,1.883910128485079838e+01
1.176500000000000000e+04,1.883611676864256879e+01
1.176600000000000000e+04,1.883312051714159807e+01
1.176700000000000000e+04,1.883011265493077957e+01
1.176800000000000000e+04,1.882709330659301727e+01
1.176900000000000000e+04,1.882406259671120097e+01
1.177000000000000000e+04,1.882102064986822398e+01
1.177100000000000000e+04,1.881796759064697966e+01
1.177200000000000000e+04,1.881490354363037198e+01
1.177300000000000000e+04,1.881182863340128719e+01
1.177400000000000000e+04,1.880874298454261861e+01
1.177500000000000000e+04,1.880564672163727380e+01
1.177600000000000000e+04,1.880253996926813898e+01
1.177700000000000000e+04,1.879942285201811458e+01
1.177800000000000000e+04,1.879629549447008685e+01
1.177900000000000000e+04,1.879315802120695267e+01
1.178000000000000000e+04,1.879001055681161603e+01
1.178100000000000000e+04,1.878685322586695960e+01
1.178200000000000000e+04,1.878368615295589450e+01
1.178300000000000000e+04,1.878050946266129984e+01
1.178400000000000000e+04,1.877732327956607605e+01
1.178500000000000000e+04,1.877412772825312359e+01
1.178600000000000000e+04,1.877092293330533579e+01
1.178700000000000000e+04,1.876770901930560242e+01
1.178800000000000000e+04,1.876448611083682039e+01
1.178900000000000000e+04,1.876125433248188301e+01
1.179000000000000000e+04,1.875801380882369429e+01
1.179100000000000000e+04,1.875476466444514045e+01
1.179200000000000000e+04,1.875150702392912194e+01
1.179300000000000000e+04,1.874824101185852854e+01
1.179400000000000000e+04,1.874496675281626423e+01
1.179500000000000000e+04,1.874168437138520815e+01
1.179600000000000000e+04,1.873839399214827139e+01
1.179700000000000000e+04,1.873509573968834374e+01
1.179800000000000000e+04,1.873178973858831498e+01
1.179900000000000000e+04,1.872847611343108909e+01
1.180000000000000000e+04,1.872515498879955587e+01
1.180100000000000000e+04,1.872182648927660864e+01
1.180200000000000000e+04,1.871849073944515141e+01
1.180300000000000000e+04,1.871514786388806684e+01
1.180400000000000000e+04,1.871179798718825893e+01
1.180500000000000000e+04,1.870844123392861746e+01
1.180600000000000000e+04,1.870507772869204288e+01
1.180700000000000000e+04,1.870170759606142852e+01
1.180800000000000000e+04,1.869833096061966415e+01
1.180900000000000000e+04,1.869494794694965734e+01
1.181000000000000000e+04,1.869155867963428719e+01
1.181100000000000000e+04,1.868816328325646126e+01
1.181200000000000000e+04,1.868476188239906577e+01
1.181300000000000000e+04,1.868135460164500117e+01
1.181400000000000000e+04,1.867794156557716434e+01
1.181500000000000000e+04,1.867452289877844507e+01
1.181600000000000000e+04,1.867109872583174379e+01
1.181700000000000000e+04,1.866766917131995029e+01
1.181800000000000000e+04,1.866423435982595791e+01
1.181900000000000000e+04,1.866079441593267418e+01
1.182000000000000000e+04,1.865734946422298179e+01
1.182100000000000000e+04,1.865389962927978118e+01
1.182200000000000000e+04,1.865044503568596213e+01
1.182300000000000000e+04,1.864698580802442862e+01
1.182400000000000000e+04,1.864352207087807045e+01
1.182500000000000000e+04,1.864005394882978095e+01
1.182600000000000000e+04,1.863658156646246056e+01
1.182700000000000000e+04,1.863310504835899906e+01
1.182800000000000000e+04,1.862962451910228978e+01
1.182900000000000000e+04,1.862614010327523673e+01
1.183000000000000000e+04,1.862265192546072967e+01
1.183100000000000000e+04,1.861916011024166551e+01
1.183200000000000000e+04,1.861566478220093401e+01
1.183300000000000000e+04,1.861216606592144274e+01
1.183400000000000000e+04,1.860866408598606725e+01
1.183500000000000000e+04,1.860515896697771865e+01
1.183600000000000000e+04,1.860165083347928672e+01
1.183700000000000000e+04,1.859813981007366479e+01
1.183800000000000000e+04,1.859462602134375331e+01
1.183900000000000000e+04,1.859110959187243850e+01
1.184000000000000000e+04,1.858759064624262791e+01
1.184100000000000000e+04,1.858406930903720777e+01
1.184200000000000000e+04,1.858054570483907142e+01
1.184300000000000000e+04,1.857701995823112284e+01
1.184400000000000000e+04,1.857349219379624827e+01
1.184500000000000000e+04,1.856996253611734460e+01
1.184600000000000000e+04,1.856643110977731226e+01
1.184700000000000000e+04,1.856289803935904459e+01
1.184800000000000000e+04,1.855936344944543492e+01
1.184900000000000000e+04,1.855582746461937660e+01
1.185000000000000000e+04,1.855229020946376650e+01
1.185100000000000000e+04,1.854875180856149797e+01
1.185200000000000000e+04,1.854521238649546433e+01
1.185300000000000000e+04,1.854167206784857314e+01
1.185400000000000000e+04,1.853813097720370351e+01
1.185500000000000000e+04,1.853458923914376300e+01
1.185600000000000000e+04,1.853104697825163782e+01
1.185700000000000000e+04,1.852750431911022844e+01
1.185800000000000000e+04,1.852396138630242817e+01
1.185900000000000000e+04,1.852041830441113035e+01
1.186000000000000000e+04,1.851687519801923187e+01
1.186100000000000000e+04,1.851333219170962607e+01
1.186200000000000000e+04,1.850978941006520984e+01
1.186300000000000000e+04,1.850624697766888005e+01
1.186400000000000000e+04,1.850270501910353005e+01
1.186500000000000000e+04,1.849916365895205672e+01
1.186600000000000000e+04,1.849562302179734630e+01
1.186700000000000000e+04,1.849208323222230632e+01
1.186800000000000000e+04,1.848854441480982658e+01
1.186900000000000000e+04,1.848500669414279685e+01
1.187000000000000000e+04,1.848147019480412112e+01
1.187100000000000000e+04,1.847793504137668918e+01
1.187200000000000000e+04,1.847440135844339792e+01
1.187300000000000000e+04,1.847086927058714068e+01
1.187400000000000000e+04,1.846733890239081433e+01
1.187500000000000000e+04,1.846381037843731932e+01
1.187600000000000000e+04,1.846028382330953477e+01
1.187700000000000000e+04,1.845675936159037533e+01
1.187800000000000000e+04,1.845323711786272014e+01
1.187900000000000000e+04,1.844971721670946962e+01
1.188000000000000000e+04,1.844619978271352778e+01
1.188100000000000000e+04,1.844268494045777729e+01
1.188200000000000000e+04,1.843917281452511858e+01
1.188300000000000000e+04,1.843566352949844145e+01
1.188400000000000000e+04,1.843215720996064988e+01
1.188500000000000000e+04,1.842865398049463721e+01
1.188600000000000000e+04,1.842515396568329322e+01
1.188700000000000000e+04,1.842165729010951836e+01
1.188800000000000000e+04,1.841816407835620240e+01
1.188900000000000000e+04,1.841467445500624223e+01
1.189000000000000000e+04,1.841118854464253829e+01
1.189100000000000000e+04,1.840770647184797681e+01
1.189200000000000000e+04,1.840422836120546179e+01
1.189300000000000000e+04,1.840075433729787946e+01
1.189400000000000000e+04,1.839728452470813380e+01
1.189500000000000000e+04,1.839381904801911105e+01
1.189600000000000000e+04,1.839035803181371520e+01
1.189700000000000000e+04,1.838690160067483603e+01
1.189800000000000000e+04,1.838344987918536688e+01
1.189900000000000000e+04,1.838000299192820464e+01
1.190000000000000000e+04,1.837656106348624618e+01
1.190100000000000000e+04,1.837312421844238486e+01
1.190200000000000000e+04,1.836969258137952465e+01
1.190300000000000000e+04,1.836626627688054114e+01
1.190400000000000000e+04,1.836284542952835253e+01
1.190500000000000000e+04,1.835943016390583082e+01
1.190600000000000000e+04,1.835602060459588714e+01
1.190700000000000000e+04,1.835261687618141480e+01
1.190800000000000000e+04,1.834921910324530003e+01
1.190900000000000000e+04,1.834582741037044684e+01
1.191000000000000000e+04,1.834244192213974856e+01
1.191100000000000000e+04,1.833906276313610206e+01
1.191200000000000000e+04,1.833569005794239359e+01
1.191300000000000000e+04,1.833232393114152359e+01
1.191400000000000000e+04,1.832896450731639248e+01
1.191500000000000000e+04,1.832561191104989007e+01
1.191600000000000000e+04,1.832226626692490612e+01
1.191700000000000000e+04,1.831892769952434463e+01
1.191800000000000000e+04,1.831559633343109894e+01
1.191900000000000000e+04,1.831227229322806593e+01
1.192000000000000000e+04,1.830895570349813539e+01
1.192100000000000000e+04,1.830564668882420420e+01
1.192200000000000000e+04,1.830234537378916215e+01
1.192300000000000000e+04,1.829905188297591323e+01
1.192400000000000000e+04,1.829576634096735432e+01
1.192500000000000000e+04,1.829248887234637166e+01
1.192600000000000000e+04,1.828921960169586569e+01
1.192700000000000000e+04,1.828595865359872619e+01
1.192800000000000000e+04,1.828270615263785714e+01
1.192900000000000000e+04,1.827946222339614835e+01
1.193000000000000000e+04,1.827622699045648957e+01
1.193100000000000000e+04,1.827300057840178837e+01
1.193200000000000000e+04,1.826978311181492742e+01
1.193300000000000000e+04,1.826657471527881071e+01
1.193400000000000000e+04,1.826337551337632803e+01
1.193500000000000000e+04,1.826018563069037626e+01
1.193600000000000000e+04,1.825700519180385228e+01
1.193700000000000000e+04,1.825383432129964589e+01
1.193800000000000000e+04,1.825067314376066463e+01
1.193900000000000000e+04,1.824752178376978762e+01
1.194000000000000000e+04,1.824438036590991530e+01
1.194100000000000000e+04,1.824124901476394811e+01
1.194200000000000000e+04,1.823812785491477584e+01
1.194300000000000000e+04,1.823501701094529892e+01
1.194400000000000000e+04,1.823191660743840714e+01
1.194500000000000000e+04,1.822882676897699383e+01
1.194600000000000000e+04,1.822574762014396299e+01
1.194700000000000000e+04,1.822267928552219729e+01
1.194800000000000000e+04,1.821962188969460783e+01
1.194900000000000000e+04,1.821657555724407374e+01
1.195000000000000000e+04,1.821354041275349900e+01
1.195100000000000000e+04,1.821051658080577695e+01
1.195200000000000000e+04,1.820750418598380449e+01
1.195300000000000000e+04,1.820450335287047139e+01
1.195400000000000000e+04,1.820151420604867454e+01
1.195500000000000000e+04,1.819853687010131793e+01
1.195600000000000000e+04,1.819557146961128069e+01
1.195700000000000000e+04,1.819261812916147392e+01
1.195800000000000000e+04,1.818967697333478384e+01
1.195900000000000000e+04,1.818674812671410379e+01
1.196000000000000000e+04,1.818383171388233421e+01
1.196100000000000000e+04,1.818092785942236489e+01
1.196200000000000000e+04,1.817803668791709626e+01
1.196300000000000000e+04,1.817515832394942166e+01
1.196400000000000000e+04,1.817229289210223442e+01
1.196500000000000000e+04,1.816944051695843498e+01
1.196600000000000000e+04,1.816660132310090958e+01
1.196700000000000000e+04,1.816377543511256221e+01
1.196800000000000000e+04,1.816096297757628264e+01
1.196900000000000000e+04,1.815816407507496422e+01
1.197000000000000000e+04,1.815537885219150738e+01
1.197100000000000000e+04,1.815260743350880546e+01
1.197200000000000000e+04,1.814984994360975179e+01
1.197300000000000000e+04,1.814710650707724682e+01
1.197400000000000000e+04,1.814437724849417322e+01
1.197500000000000000e+04,1.814166229244343853e+01
1.197600000000000000e+04,1.813896176350793610e+01
1.197700000000000000e+04,1.813627578627055925e+01
1.197800000000000000e+04,1.813360448531419777e+01
1.197900000000000000e+04,1.813094798522175211e+01
1.198000000000000000e+04,1.812830641057611913e+01
1.198100000000000000e+04,1.812567988596018864e+01
1.198200000000000000e+04,1.812306853595686462e+01
1.198300000000000000e+04,1.812047248514902620e+01
1.198400000000000000e+04,1.811789185811958447e+01
1.198500000000000000e+04,1.811532677945142922e+01
1.198600000000000000e+04,1.811277737372745023e+01
